"","site","month","grass_PC1","grass_PC_tm1","browser_100m2","patty_100m2","PD_1m2","browser_minusLastMo","patty_minusLastMo","PD_minusLastMo","browser_lastMo","patty_lastMo","PD_lastMo","wing.mean","wing.se","thorax.mean","thorax.se","head.mean","head.se","forearm.mean","forearm.se","body.mean","body.se","trt","spp","trtbison","trtcattle","trttrtpd","trtungrazed","trtuntrtpd","Temp48hr","Temp20day","Temp60day"
"63","trtpd_2",6, 1.26562959,NA,0.250, 0.375, 21.750,NA,NA,NA,NA,NA,NA,3.09000000,0.04236893,3.06342857,0.05795818,1.87057143,0.04061490,1.84971429,0.02940441, 8.02400000, 0.13324912,"trtpd","Onthophagus_nuchicornis_male",0,0,1,0,0,21.64588,NA,NA
"64","trtpd_2",7,NA,NA,0.000, 0.500,  9.750,-0.250, 0.125,-12.000,0.250, 0.375, 21.750,7.12513514,0.07705992,5.06351351,0.06957746,3.76108108,0.05043621,3.85891892,0.05941884,15.94972973, 0.18966760,"trtpd","Canthon_pilularius",0,0,1,0,0,26.17725,26.26140,NA
"65","trtpd_2",7,NA,NA,0.000, 0.500,  9.750,-0.250, 0.125,-12.000,0.250, 0.375, 21.750,3.01315789,0.03344409,2.87078947,0.04487755,1.67526316,0.02347099,1.79263158,0.03226774, 7.55921053, 0.09207532,"trtpd","Onthophagus_nuchicornis_female",0,0,1,0,0,26.17725,26.26140,NA
"66","trtpd_2",7,NA,NA,0.000, 0.500,  9.750,-0.250, 0.125,-12.000,0.250, 0.375, 21.750,3.12076923,0.04858909,2.92269231,0.05310529,1.89038462,0.04681709,1.88730769,0.03381196, 7.93384615, 0.12639264,"trtpd","Onthophagus_nuchicornis_male",0,0,1,0,0,26.17725,26.26140,NA
"67","trtpd_2",8,NA,NA,0.000, 0.375,  8.375, 0.000,-0.125, -1.375,0.000, 0.500,  9.750,7.09050000,0.07819105,5.09950000,0.06965018,3.76900000,0.04839448,3.93975000,0.06476534,15.95900000, 0.18835584,"trtpd","Canthon_pilularius",0,0,1,0,0,23.86050,27.12210,26.52935
"68","trtpd_2",8,NA,NA,0.000, 0.375,  8.375, 0.000,-0.125, -1.375,0.000, 0.500,  9.750,3.17714286,0.13039709,2.85285714,0.11877779,1.78285714,0.05894769,1.82571429,0.09949533, 7.81285714, 0.27521173,"trtpd","Onthophagus_nuchicornis_female",0,0,1,0,0,23.86050,27.12210,26.52935
"69","trtpd_2",8,NA,NA,0.000, 0.375,  8.375, 0.000,-0.125, -1.375,0.000, 0.500,  9.750,3.06200000,0.12088838,2.90800000,0.02267157,1.86200000,0.09046546,1.86000000,0.07569676, 7.83200000, 0.21664256,"trtpd","Onthophagus_nuchicornis_male",0,0,1,0,0,23.86050,27.12210,26.52935
"70","trtpd_3",6,NA,NA,0.000, 3.125,  7.625,NA,NA,NA,NA,NA,NA,3.19727273,0.05727273,3.03818182,0.08320640,1.83636364,0.06099587,1.88636364,0.05612118, 8.07181818, 0.17072476,"trtpd","Onthophagus_nuchicornis_male",0,0,1,0,0,18.59092,NA,NA
"71","trtpd_3",6,NA,NA,0.000, 3.125,  7.625,NA,NA,NA,NA,NA,NA,3.34250000,0.05699714,3.10250000,0.06067955,1.76583333,0.02898428,1.81000000,0.04863282, 8.21083333, 0.13145144,"trtpd","Onthophagus_nuchicornis_female",0,0,1,0,0,18.59092,NA,NA
"72","trtpd_3",6,NA,NA,0.000, 3.125,  7.625,NA,NA,NA,NA,NA,NA,7.20545455,0.22539405,5.04909091,0.17396684,3.71727273,0.13345814,3.72181818,0.17075138,15.97181818, 0.51962892,"trtpd","Canthon_pilularius",0,0,1,0,0,18.59092,NA,NA
"73","trtpd_3",7,NA,NA,0.000, 2.000,  4.750, 0.000,-1.125, -2.875,0.000, 3.125,  7.625,3.03555556,0.09705541,3.03666667,0.06355225,1.73333333,0.08156456,1.68000000,0.06898067, 7.80555556, 0.21355530,"trtpd","Onthophagus_nuchicornis_female",0,0,1,0,0,26.51667,22.82824,NA
"74","trtpd_3",7,NA,NA,0.000, 2.000,  4.750, 0.000,-1.125, -2.875,0.000, 3.125,  7.625,3.00500000,0.07787811,2.75000000,0.07075780,1.65833333,0.05665196,1.65500000,0.06834959, 7.41333333, 0.17452157,"trtpd","Onthophagus_nuchicornis_male",0,0,1,0,0,26.51667,22.82824,NA
"75","trtpd_3",7,NA,NA,0.000, 2.000,  4.750, 0.000,-1.125, -2.875,0.000, 3.125,  7.625,7.08833333,0.16756864,4.85222222,0.15143228,3.68500000,0.10357420,3.54777778,0.11766951,15.62555556, 0.41726954,"trtpd","Canthon_pilularius",0,0,1,0,0,26.51667,22.82824,NA
"76","trtpd_3",8,NA,NA,0.000, 1.375,  7.875, 0.000,-0.625,  3.125,0.000, 2.000,  4.750,6.70400000,0.18428580,5.03650000,0.13609035,3.69525000,0.10125874,4.24800000,0.12755301,15.43575000, 0.41043549,"trtpd","Canthon_pilularius",0,0,1,0,0,26.28083,25.90954,24.01750
"77","trtpd_3",8,NA,NA,0.000, 1.375,  7.875, 0.000,-0.625,  3.125,0.000, 2.000,  4.750,3.30000000,0.05000000,2.80000000,0.18000000,1.70000000,0.01000000,1.96500000,0.21500000, 7.80000000, 0.22000000,"trtpd","Onthophagus_nuchicornis_female",0,0,1,0,0,26.28083,25.90954,24.01750
"78","trtpd_3",8,NA,NA,0.000, 1.375,  7.875, 0.000,-0.625,  3.125,0.000, 2.000,  4.750,3.17000000,0.08152563,3.03500000,0.10138329,1.97625000,0.06247678,2.03000000,0.07887603, 8.18125000, 0.19082001,"trtpd","Onthophagus_nuchicornis_male",0,0,1,0,0,26.28083,25.90954,24.01750
"79","ungrazed_1",6, 1.66320862,NA,1.125, 0.000,NA,NA,NA,NA,NA,NA,NA,7.40250000,0.08352088,5.22750000,0.07044251,3.96825000,0.05435624,4.11075000,0.07821354,16.59825000, 0.20458961,"ungrazed","Canthon_pilularius",0,0,0,1,0,21.65662,NA,NA
"80","ungrazed_1",6, 1.66320862,NA,1.125, 0.000,NA,NA,NA,NA,NA,NA,NA,2.96588235,0.05862829,2.95500000,0.05947070,1.67088235,0.03148824,1.73764706,0.04357070, 7.59176471, 0.13897798,"ungrazed","Onthophagus_nuchicornis_female",0,0,0,1,0,21.65662,NA,NA
"81","ungrazed_1",6, 1.66320862,NA,1.125, 0.000,NA,NA,NA,NA,NA,NA,NA,3.02175000,0.03279870,3.01125000,0.03210198,1.91350000,0.03105939,1.82725000,0.03081788, 7.94650000, 0.08156997,"ungrazed","Onthophagus_nuchicornis_male",0,0,0,1,0,21.65662,NA,NA
"82","ungrazed_1",7,-0.34965854, 1.66320862,1.250, 0.250,NA, 0.125, 0.250,NA,1.125, 0.000,NA,7.52600000,0.06283556,5.36625000,0.05756344,4.01100000,0.03560611,4.11050000,0.05980090,16.90325000, 0.14946631,"ungrazed","Canthon_pilularius",0,0,0,1,0,23.04542,23.68949,NA
"83","ungrazed_1",7,-0.34965854, 1.66320862,1.250, 0.250,NA, 0.125, 0.250,NA,1.125, 0.000,NA,3.02947368,0.04072066,2.78789474,0.06325748,1.86210526,0.04860979,1.86947368,0.03222249, 7.67947368, 0.12329889,"ungrazed","Onthophagus_nuchicornis_male",0,0,0,1,0,23.04542,23.68949,NA
"84","ungrazed_1",7,-0.34965854, 1.66320862,1.250, 0.250,NA, 0.125, 0.250,NA,1.125, 0.000,NA,3.01166667,0.04341809,2.82500000,0.05513649,1.63000000,0.03153999,1.82000000,0.04785599, 7.46666667, 0.11127308,"ungrazed","Onthophagus_nuchicornis_female",0,0,0,1,0,23.04542,23.68949,NA
"85","ungrazed_1",8,-0.59042961,-0.34965854,0.250, 0.000,NA,-1.000,-0.250,NA,1.250, 0.250,NA,7.37450000,0.08434206,5.24375000,0.06940007,3.95175000,0.05116325,4.14825000,0.06206581,16.57000000, 0.19890018,"ungrazed","Canthon_pilularius",0,0,0,1,0,23.28875,25.84895,24.63257
"86","ungrazed_1",8,-0.59042961,-0.34965854,0.250, 0.000,NA,-1.000,-0.250,NA,1.250, 0.250,NA,3.19500000,0.02500000,3.07500000,0.02500000,1.78500000,0.03500000,2.05500000,0.00500000, 8.05500000, 0.08500000,"ungrazed","Onthophagus_nuchicornis_female",0,0,0,1,0,23.28875,25.84895,24.63257
"87","ungrazed_2",6, 0.63644561,NA,1.000, 0.125,NA,NA,NA,NA,NA,NA,NA,3.42000000,0.24000000,3.34500000,0.29500000,1.97000000,0.13000000,2.11000000,0.09000000, 8.73500000, 0.66500000,"ungrazed","Onthophagus_nuchicornis_female",0,0,0,1,0,12.99062,NA,NA
"88","ungrazed_2",6, 0.63644561,NA,1.000, 0.125,NA,NA,NA,NA,NA,NA,NA,6.93000000,0.43714668,5.39333333,0.37831131,4.07222222,0.26817168,4.20666667,0.28199192,16.39555556, 0.60692785,"ungrazed","Canthon_pilularius",0,0,0,1,0,12.99062,NA,NA
"89","ungrazed_2",6, 0.63644561,NA,1.000, 0.125,NA,NA,NA,NA,NA,NA,NA,3.86000000,NA,3.22000000,NA,2.01000000,NA,2.11000000,NA, 9.09000000,NA,"ungrazed","Onthophagus_nuchicornis_male",0,0,0,1,0,12.99062,NA,NA
"90","ungrazed_2",7,-0.90646884, 0.63644561,0.750, 0.125,NA,-0.250, 0.000,NA,1.000, 0.125,NA,7.18666667,0.19075342,5.48750000,0.09623303,3.87333333,0.09531712,4.27500000,0.14466000,16.54750000, 0.30901389,"ungrazed","Canthon_pilularius",0,0,0,1,0,29.95258,24.63115,NA
"91","ungrazed_2",8,-1.81417523,-0.90646884,0.250, 0.000,NA,-0.500,-0.125,NA,0.750, 0.125,NA,2.90666667,0.18113838,3.03666667,0.31423629,1.89000000,0.23180452,2.08000000,0.30171731, 7.83333333, 0.69570907,"ungrazed","Onthophagus_nuchicornis_female",0,0,0,1,0,30.01667,29.72074,26.85949
"92","ungrazed_2",8,-1.81417523,-0.90646884,0.250, 0.000,NA,-0.500,-0.125,NA,0.750, 0.125,NA,7.30400000,0.10299851,5.28600000,0.08871288,3.92675000,0.06375573,4.36500000,0.09586984,16.51675000, 0.23373099,"ungrazed","Canthon_pilularius",0,0,0,1,0,30.01667,29.72074,26.85949
"93","ungrazed_2",8,-1.81417523,-0.90646884,0.250, 0.000,NA,-0.500,-0.125,NA,0.750, 0.125,NA,3.57000000,NA,3.37000000,NA,1.54000000,NA,1.90000000,NA, 8.48000000,NA,"ungrazed","Onthophagus_nuchicornis_male",0,0,0,1,0,30.01667,29.72074,26.85949
"94","ungrazed_3",6,-0.79598373,NA,0.375, 0.000,NA,NA,NA,NA,NA,NA,NA,3.20729730,0.05266280,3.35027027,0.06945464,1.98864865,0.04531697,2.14297297,0.04253750, 8.54621622, 0.12592084,"ungrazed","Onthophagus_nuchicornis_male",0,0,0,1,0,21.77983,NA,NA
"95","ungrazed_3",6,-0.79598373,NA,0.375, 0.000,NA,NA,NA,NA,NA,NA,NA,7.21500000,0.19801695,5.39375000,0.17864507,3.88625000,0.13506530,4.49000000,0.24795593,16.49500000, 0.46915958,"ungrazed","Canthon_pilularius",0,0,0,1,0,21.77983,NA,NA
"96","ungrazed_3",6,-0.79598373,NA,0.375, 0.000,NA,NA,NA,NA,NA,NA,NA,3.25179487,0.05869806,3.03794872,0.05942389,1.72974359,0.02490600,1.98230769,0.03853677, 8.01948718, 0.12244360,"ungrazed","Onthophagus_nuchicornis_female",0,0,0,1,0,21.77983,NA,NA
"97","ungrazed_3",7,-1.43180032,-0.79598373,0.250, 0.000,NA,-0.125, 0.000,NA,0.375, 0.000,NA,7.51750000,0.14191400,6.06250000,0.14952007,4.05000000,0.15286159,4.90250000,0.31420203,17.63000000, 0.32467933,"ungrazed","Canthon_pilularius",0,0,0,1,0,25.71600,21.92524,NA
"98","ungrazed_3",7,-1.43180032,-0.79598373,0.250, 0.000,NA,-0.125, 0.000,NA,0.375, 0.000,NA,2.99285714,0.16940673,3.02428571,0.13809688,1.73714286,0.16618570,1.94000000,0.11700631, 7.75428571, 0.38587475,"ungrazed","Onthophagus_nuchicornis_female",0,0,0,1,0,25.71600,21.92524,NA
"99","ungrazed_3",8,-0.64238366,-1.43180032,0.125, 0.000,NA,-0.125, 0.000,NA,0.250, 0.000,NA,3.30375000,0.14881601,3.11625000,0.19260375,1.76750000,0.08101477,2.11250000,0.11278535, 8.18750000, 0.37031237,"ungrazed","Onthophagus_nuchicornis_female",0,0,0,1,0,28.53300,25.54384,23.73932
"100","ungrazed_3",8,-0.64238366,-1.43180032,0.125, 0.000,NA,-0.125, 0.000,NA,0.250, 0.000,NA,3.39000000,0.10000000,3.35500000,0.23500000,1.99000000,0.23000000,2.09500000,0.00500000, 8.73500000, 0.36500000,"ungrazed","Onthophagus_nuchicornis_male",0,0,0,1,0,28.53300,25.54384,23.73932
"101","ungrazed_3",8,-0.64238366,-1.43180032,0.125, 0.000,NA,-0.125, 0.000,NA,0.250, 0.000,NA,6.91125000,0.16685577,5.34875000,0.13018445,3.72000000,0.12541360,4.77500000,0.23944877,15.98000000, 0.35562822,"ungrazed","Canthon_pilularius",0,0,0,1,0,28.53300,25.54384,23.73932
"102","untrtpd_1",6, 8.27715881,NA,0.625,10.875,162.250,NA,NA,NA,NA,NA,NA,3.59000000,NA,3.17000000,NA,2.14000000,NA,2.18000000,NA, 8.90000000,NA,"untrtpd","Onthophagus_nuchicornis_female",0,0,0,0,1,14.16167,NA,NA
"103","untrtpd_1",7, 2.70892177, 8.27715881,0.000,13.125,172.125,-0.625, 2.250,  9.875,0.625,10.875,162.250,3.01325000,0.02643664,2.93800000,0.03094288,1.68375000,0.02002142,1.87325000,0.02835306, 7.63500000, 0.06440059,"untrtpd","Onthophagus_nuchicornis_female",0,0,0,0,1,26.21658,26.07210,NA
"104","untrtpd_1",7, 2.70892177, 8.27715881,0.000,13.125,172.125,-0.625, 2.250,  9.875,0.625,10.875,162.250,3.00925000,0.02895706,2.83350000,0.03427369,1.90475000,0.02824796,1.88700000,0.02305567, 7.74750000, 0.07582432,"untrtpd","Onthophagus_nuchicornis_male",0,0,0,0,1,26.21658,26.07210,NA
"105","untrtpd_1",8, 0.10927022, 2.70892177,0.000,10.000,149.625, 0.000,-3.125,-22.500,0.000,13.125,172.125,5.76500000,0.54500000,4.17000000,0.75000000,3.04000000,0.40000000,3.45000000,0.71000000,12.97500000, 1.69500000,"untrtpd","Canthon_pilularius",0,0,0,0,1,29.11933,25.76211,24.75076
"106","untrtpd_1",8, 0.10927022, 2.70892177,0.000,10.000,149.625, 0.000,-3.125,-22.500,0.000,13.125,172.125,2.85500000,0.07013206,2.78136364,0.09116916,1.67727273,0.05874290,1.77772727,0.06415596, 7.31363636, 0.20843941,"untrtpd","Onthophagus_nuchicornis_female",0,0,0,0,1,29.11933,25.76211,24.75076
"107","untrtpd_1",8, 0.10927022, 2.70892177,0.000,10.000,149.625, 0.000,-3.125,-22.500,0.000,13.125,172.125,2.95842105,0.06436947,2.82684211,0.12047919,1.85473684,0.05192419,1.86263158,0.08111735, 7.64000000, 0.22091781,"untrtpd","Onthophagus_nuchicornis_male",0,0,0,0,1,29.11933,25.76211,24.75076
"108","untrtpd_2",6, 1.02660134,NA,0.125, 7.625, 22.250,NA,NA,NA,NA,NA,NA,3.28775000,0.04216191,3.09550000,0.04884165,1.80600000,0.03107435,1.78375000,0.02588854, 8.18925000, 0.10876308,"untrtpd","Onthophagus_nuchicornis_female",0,0,0,0,1,18.32633,NA,NA
"109","untrtpd_2",6, 1.02660134,NA,0.125, 7.625, 22.250,NA,NA,NA,NA,NA,NA,7.20875000,0.08859891,5.07750000,0.06865442,3.80600000,0.05345955,3.79325000,0.06741413,16.09225000, 0.20423826,"untrtpd","Canthon_pilularius",0,0,0,0,1,18.32633,NA,NA
"110","untrtpd_2",6, 1.02660134,NA,0.125, 7.625, 22.250,NA,NA,NA,NA,NA,NA,3.26300000,0.04475890,3.16900000,0.04268219,1.92025000,0.03303939,1.87550000,0.03200551, 8.35225000, 0.09933722,"untrtpd","Onthophagus_nuchicornis_male",0,0,0,0,1,18.32633,NA,NA
"111","untrtpd_2",7, 2.66143446, 1.02660134,0.250, 8.000, 12.500, 0.125, 0.375, -9.750,0.125, 7.625, 22.250,3.15375000,0.06330023,2.93250000,0.08366067,1.94875000,0.07127506,1.93375000,0.05873480, 8.03500000, 0.18391574,"untrtpd","Onthophagus_nuchicornis_male",0,0,0,0,1,29.50917,24.65585,NA
"112","untrtpd_2",7, 2.66143446, 1.02660134,0.250, 8.000, 12.500, 0.125, 0.375, -9.750,0.125, 7.625, 22.250,7.15950000,0.06956730,5.05125000,0.05951534,3.76325000,0.04192238,3.73500000,0.06425909,15.97400000, 0.16250751,"untrtpd","Canthon_pilularius",0,0,0,0,1,29.50917,24.65585,NA
"113","untrtpd_2",7, 2.66143446, 1.02660134,0.250, 8.000, 12.500, 0.125, 0.375, -9.750,0.125, 7.625, 22.250,3.12350000,0.06196465,2.97900000,0.06090502,1.68350000,0.02982647,1.77200000,0.05246352, 7.78600000, 0.14202928,"untrtpd","Onthophagus_nuchicornis_female",0,0,0,0,1,29.50917,24.65585,NA
"114","untrtpd_2",8,-0.93723589, 2.66143446,0.000, 6.250, 11.375,-0.250,-1.750, -1.125,0.250, 8.000, 12.500,6.86750000,0.10103297,4.72125000,0.09081482,3.59800000,0.06773080,3.75400000,0.07570167,15.18675000, 0.25345520,"untrtpd","Canthon_pilularius",0,0,0,0,1,28.24358,27.99405,25.78448
"115","untrtpd_2",8,-0.93723589, 2.66143446,0.000, 6.250, 11.375,-0.250,-1.750, -1.125,0.250, 8.000, 12.500,3.02888889,0.04838795,2.95333333,0.05707417,1.74027778,0.03173923,1.69416667,0.04014928, 7.72250000, 0.13104850,"untrtpd","Onthophagus_nuchicornis_female",0,0,0,0,1,28.24358,27.99405,25.78448
"116","untrtpd_2",8,-0.93723589, 2.66143446,0.000, 6.250, 11.375,-0.250,-1.750, -1.125,0.250, 8.000, 12.500,3.07657895,0.03073143,3.02184211,0.03673529,1.95368421,0.03502574,1.83868421,0.03404075, 8.05210526, 0.08711118,"untrtpd","Onthophagus_nuchicornis_male",0,0,0,0,1,28.24358,27.99405,25.78448
"117","untrtpd_3",6, 0.69475974,NA,0.000,12.750,  9.875,NA,NA,NA,NA,NA,NA,3.00525000,0.04673848,2.96850000,0.05330434,1.69450000,0.02518636,1.80100000,0.03230623, 7.66825000, 0.11962221,"untrtpd","Onthophagus_nuchicornis_female",0,0,0,0,1,18.81633,NA,NA
"118","untrtpd_3",6, 0.69475974,NA,0.000,12.750,  9.875,NA,NA,NA,NA,NA,NA,7.25225000,0.09975386,5.08825000,0.07562889,3.86425000,0.05555880,4.02025000,0.07110167,16.20475000, 0.22755388,"untrtpd","Canthon_pilularius",0,0,0,0,1,18.81633,NA,NA
"119","untrtpd_3",6, 0.69475974,NA,0.000,12.750,  9.875,NA,NA,NA,NA,NA,NA,3.02525000,0.03199356,2.99575000,0.03804499,1.88050000,0.03170972,1.91475000,0.02406185, 7.90150000, 0.08761187,"untrtpd","Onthophagus_nuchicornis_male",0,0,0,0,1,18.81633,NA,NA
"120","untrtpd_3",7,-0.57623219, 0.69475974,0.000,10.875,  7.250, 0.000,-1.875, -2.625,0.000,12.750,  9.875,3.13840000,0.05509289,2.97120000,0.05247005,1.88200000,0.04684015,1.82200000,0.04316634, 7.99160000, 0.13474628,"untrtpd","Onthophagus_nuchicornis_male",0,0,0,0,1,28.96917,24.65742,NA
"121","untrtpd_3",7,-0.57623219, 0.69475974,0.000,10.875,  7.250, 0.000,-1.875, -2.625,0.000,12.750,  9.875,7.22975000,0.08009248,5.08850000,0.06016276,3.77650000,0.04521111,3.83225000,0.06782093,16.09475000, 0.17998148,"untrtpd","Canthon_pilularius",0,0,0,0,1,28.96917,24.65742,NA
"122","untrtpd_3",7,-0.57623219, 0.69475974,0.000,10.875,  7.250, 0.000,-1.875, -2.625,0.000,12.750,  9.875,3.21405405,0.04755345,3.06324324,0.05161368,1.78756757,0.03477600,1.75918919,0.03367255, 8.06486486, 0.11732096,"untrtpd","Onthophagus_nuchicornis_female",0,0,0,0,1,28.96917,24.65742,NA
"123","untrtpd_3",8,NA,NA,0.000, 6.750, 10.750, 0.000,-4.125,  3.500,0.000,10.875,  7.250,7.00350000,0.10375239,4.88050000,0.08694454,3.77250000,0.06175401,3.89775000,0.07026916,15.65650000, 0.24649350,"untrtpd","Canthon_pilularius",0,0,0,0,1,28.73350,28.22894,25.72693
"124","untrtpd_3",8,NA,NA,0.000, 6.750, 10.750, 0.000,-4.125,  3.500,0.000,10.875,  7.250,2.96578947,0.06751355,2.89526316,0.07121078,1.65263158,0.03576108,1.88368421,0.06977914, 7.51368421, 0.16543618,"untrtpd","Onthophagus_nuchicornis_female",0,0,0,0,1,28.73350,28.22894,25.72693
"125","untrtpd_3",8,NA,NA,0.000, 6.750, 10.750, 0.000,-4.125,  3.500,0.000,10.875,  7.250,3.01117647,0.06534908,2.88529412,0.06972170,1.92176471,0.05006052,1.93117647,0.04885364, 7.81823529, 0.17053384,"untrtpd","Onthophagus_nuchicornis_male",0,0,0,0,1,28.73350,28.22894,25.72693
